22_MOUSE		0.78371114	0.59750026	0.5770906	0.052005768	0.2665705	0.8123515	0.65870786	0.35139543	0.9016194	0.6987117	0.26577407	0.5997761	0.6851548	0.15142941	0.6336282	0.8054241	0.10833871	0.2409839	0.15210575	0.26799864	0.1512199	0.7610189	0.13341868	0.1839819	0.30569518	0.6384666	0.4255718	0.39877522	0.42274952	0.27579862
Apaf-1_HUMAN	0.94431967	0.120084286	0.43711078	0.32142657	0.23647976	0.9949972	0.12675625	0.77764076	0.14062494	0.56931627	0.35632038	0.4051305	0.7639063	0.48071146	0.2763313	0.85911644	0.9602677	0.24123877	0.70141125	0.075105906	0.46799052	0.6094217	0.0703153	0.93354744	0.8638522	0.072788	0.6522666	0.8841237	0.6158376	0.109466314
12_CANFA	0.86392474	0.8546202	0.19305587	0.68876684	0.009067595	0.6494087	0.42517924	0.9378417	0.46136755	0.042372644	0.92733294	0.34237885	0.24532443	0.66299963	0.33107042	0.07731497	0.30042273	0.47739798	0.52710986	0.6578565	0.06098163	0.4838441	0.9482852	0.65639925	0.67415756	0.12140423	0.7471696	0.60758793	0.48946	0.66712695
11_CHICK	0.27570605	0.79773813	0.86639917	0.54980224	0.6056809	0.5477458	0.7970692	0.40449637	0.56888515	0.0076748133	0.965273	0.8407882	0.40233397	0.80927753	0.25404596	0.19826454	0.09308857	0.108256936	0.16306704	0.05542159	0.7933063	0.2952119	0.35354054	0.37332404	0.6615165	0.6826544	0.55087405	0.96449375	0.4512841	0.77059525
16_XENLA	0.2081986	0.44243628	0.4620263	0.7559456	0.77291197	0.030515134	0.76552856	0.047965527	0.6635517	0.08371103	0.18056744	0.96545196	0.41811466	0.03694445	0.36998016	0.06912941	0.1332522	0.76351076	0.84067035	0.78827864	0.69553417	0.17181695	0.02665323	0.963106	0.2832594	0.8436774	0.09571421	0.48844546	0.76528734	0.819222
14_FUGRU	0.53708094	0.52045304	0.47040135	0.34889358	0.93433106	0.32196867	0.07822859	0.78961617	0.90632856	0.1657939	0.27530962	0.43815398	0.88918686	0.19548076	0.215222	0.22874933	0.9421009	0.4332139	0.5605438	0.023736775	0.87551314	0.41245157	0.01083535	0.9850193	0.8357264	0.15329713	0.23179156	0.9117289	0.72814465	0.36080164
15_TETNG	0.19647032	0.78635895	0.042310655	0.045925915	0.2833535	0.30007356	0.3544523	0.9966743	0.40439123	0.18030101	0.9541068	0.17956674	0.76868814	0.46327144	0.17544335	0.76136	0.13680768	0.82465225	0.44416112	0.80561835	0.052616596	0.9772828	0.18843275	0.13184261	0.22311407	0.3812493	0.3465473	0.40549868	0.073854566	0.89383924
17_BRARE	0.5520739	0.35016483	0.36358225	0.96155745	0.3350128	0.39849943	0.37486	0.8602909	0.068167984	0.0027846098	0.5892503	0.8004118	0.46361738	0.8500382	0.3405556	0.29927588	0.3145556	0.028324187	0.85544443	0.59299076	0.8409514	0.69279015	0.42830527	0.4119162	0.46952605	0.42058563	0.5303182	0.720149	0.52378076	0.42728227
1_BRAFL	0.16859359	0.9489044	0.060563326	0.3634377	0.23998624	0.40852815	0.7364714	0.0038849115	0.3691786	0.4057634	0.96887976	0.7851521	0.388277	0.72440094	0.9493055	0.60473734	0.26505774	0.5417232	0.026071727	0.3519953	0.681823	0.18399388	0.18180841	0.34199494	0.3224073	0.89607275	0.4503644	0.73435915	0.16015339	0.67807376
18_NEMVE	0.1364637	0.4678877	0.026726305	0.28151095	0.18729591	0.5734382	0.5556479	0.35487098	0.41370147	0.552431	0.26373547	0.07093179	0.94332254	0.9524399	0.2896574	0.082951725	0.11080223	0.22623134	0.8361531	0.4622463	0.33071148	0.33353978	0.04879135	0.12444168	0.5653674	0.50868124	0.25028896	0.8052546	0.07821876	0.86027056
23_STRPU	0.6793176	0.6890414	0.86826515	0.44593912	0.1534689	0.5052483	0.7044339	0.64476	0.087815404	0.110562444	0.04146695	0.7684411	0.70662135	0.97993547	0.3993047	0.1602096	0.9426679	0.4902547	0.45294988	0.5442942	0.7359298	0.63944525	0.114239335	0.14123261	0.23367548	0.7849808	0.1238457	0.35275084	0.7232723	0.8835837
